TITLE = "Artificial-viscosity beta sweep"
VARIABLES = "x", "rho", "u", "p"
ZONE T="Exact", I=501, F=POINT
6.240000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.260000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.280000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.300000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.320000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.340000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.360000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.380000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.400000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.420000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.440000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.460000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.480000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.500000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.520000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.540000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.560000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.580000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.600000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.620000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.640000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.660000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.680000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.700000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.720000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.740000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.760000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.780000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.800000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.820000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.840000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.860000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.880000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.900000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.920000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.940000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.960000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
6.980000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.000000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.020000000000001e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.040000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.060000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.080000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.100000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.120000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.140000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.160000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.180000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.200000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.220000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.240000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.260000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.280000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.300000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.320000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.340000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.360000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.380000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.400000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.420000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.440000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.460000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.480000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.500000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.520000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.540000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.560000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.580000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.600000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.620000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.640000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.660000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.680000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.700000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.720000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.740000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.760000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.780000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.800000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.820000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.840000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.860000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.880000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.900000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.920000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.940000000000000e-01 3.962091492123070e-01 0.000000000000000e+00 1.094345085322857e+00
7.960000000000000e-01 3.973692916937671e-01 5.751183411239295e-03 1.098833811732628e+00
7.980000000000000e-01 3.996183458771697e-01 1.686229452235048e-02 1.107550598911877e+00
8.000000000000000e-01 4.018775720164610e-01 2.797340563346166e-02 1.116326588934614e+00
8.020000000000000e-01 4.041470045767598e-01 3.908451674457266e-02 1.125162116501432e+00
8.040000000000000e-01 4.064266781009486e-01 5.019562785568403e-02 1.134057517824990e+00
8.060000000000000e-01 4.087166272097599e-01 6.130673896679503e-02 1.143013130635125e+00
8.080000000000001e-01 4.110168866018655e-01 7.241785007790602e-02 1.152029294183986e+00
8.100000000000001e-01 4.133274910539624e-01 8.352896118901740e-02 1.161106349251172e+00
8.120000000000001e-01 4.156484754208616e-01 9.464007230012839e-02 1.170244638148882e+00
8.140000000000001e-01 4.179798746355761e-01 1.057511834112394e-01 1.179444504727086e+00
8.160000000000001e-01 4.203217237094066e-01 1.168622945223508e-01 1.188706294378690e+00
8.180000000000001e-01 4.226740577320313e-01 1.279734056334618e-01 1.198030354044733e+00
8.200000000000001e-01 4.250369118715922e-01 1.390845167445728e-01 1.207417032219577e+00
8.220000000000001e-01 4.274103213747830e-01 1.501956278556841e-01 1.216866678956122e+00
8.240000000000001e-01 4.297943215669371e-01 1.613067389667951e-01 1.226379645871027e+00
8.260000000000001e-01 4.321889478521146e-01 1.724178500779061e-01 1.235956286149942e+00
8.280000000000001e-01 4.345942357131914e-01 1.835289611890175e-01 1.245596954552757e+00
8.300000000000001e-01 4.370102207119441e-01 1.946400723001285e-01 1.255302007418851e+00
8.320000000000001e-01 4.394369384891414e-01 2.057511834112395e-01 1.265071802672372e+00
8.340000000000000e-01 4.418744247646265e-01 2.168622945223501e-01 1.274906699827500e+00
8.360000000000000e-01 4.443227153374108e-01 2.279734056334611e-01 1.284807059993757e+00
8.380000000000000e-01 4.467818460857569e-01 2.390845167445725e-01 1.294773245881300e+00
8.400000000000000e-01 4.492518529672692e-01 2.501956278556835e-01 1.304805621806242e+00
8.420000000000000e-01 4.517327720189787e-01 2.613067389667945e-01 1.314904553695971e+00
8.440000000000000e-01 4.542246393574324e-01 2.724178500779059e-01 1.325070409094495e+00
8.460000000000000e-01 4.567274911787821e-01 2.835289611890168e-01 1.335303557167795e+00
8.480000000000000e-01 4.592413637588688e-01 2.946400723001278e-01 1.345604368709179e+00
8.500000000000000e-01 4.617662934533135e-01 3.057511834112392e-01 1.355973216144666e+00
8.520000000000000e-01 4.643023166976030e-01 3.168622945223502e-01 1.366410473538363e+00
8.540000000000000e-01 4.668494700071770e-01 3.279734056334612e-01 1.376916516597866e+00
8.560000000000000e-01 4.694077899775183e-01 3.390845167445726e-01 1.387491722679675e+00
8.580000000000000e-01 4.719773132842376e-01 3.501956278556836e-01 1.398136470794608e+00
8.600000000000000e-01 4.745580766831638e-01 3.613067389667945e-01 1.408851141613239e+00
8.620000000000000e-01 4.771501170104288e-01 3.724178500779060e-01 1.419636117471343e+00
8.640000000000000e-01 4.797534711825564e-01 3.835289611890169e-01 1.430491782375344e+00
8.660000000000000e-01 4.823681761965519e-01 3.946400723001279e-01 1.441418522007804e+00
8.680000000000000e-01 4.849942691299861e-01 4.057511834112393e-01 1.452416723732886e+00
8.700000000000000e-01 4.876317871410853e-01 4.168622945223503e-01 1.463486776601851e+00
8.720000000000000e-01 4.902807674688178e-01 4.279734056334613e-01 1.474629071358568e+00
8.740000000000000e-01 4.929412474329838e-01 4.390845167445727e-01 1.485844000445030e+00
8.760000000000000e-01 4.956132644342990e-01 4.501956278556837e-01 1.497131958006876e+00
8.780000000000000e-01 4.982968559544871e-01 4.613067389667946e-01 1.508493339898944e+00
8.800000000000000e-01 5.009920595563624e-01 4.724178500779060e-01 1.519928543690807e+00
8.820000000000000e-01 5.036989128839209e-01 4.835289611890170e-01 1.531437968672352e+00
8.840000000000000e-01 5.064174536624275e-01 4.946400723001280e-01 1.543022015859357e+00
8.860000000000000e-01 5.091477196985019e-01 5.057511834112394e-01 1.554681087999066e+00
8.880000000000000e-01 5.118897488802092e-01 5.168622945223504e-01 1.566415589575810e+00
8.900000000000000e-01 5.146435791771433e-01 5.279734056334614e-01 1.578225926816597e+00
8.920000000000000e-01 5.174092486405183e-01 5.390845167445728e-01 1.590112507696757e+00
8.940000000000000e-01 5.201867954032555e-01 5.501956278556838e-01 1.602075741945572e+00
8.960000000000000e-01 5.229762576800683e-01 5.613067389667947e-01 1.614116041051921e+00
8.980000000000000e-01 5.257776737675547e-01 5.724178500779061e-01 1.626233818269953e+00
9.000000000000000e-01 5.285910820442781e-01 5.835289611890171e-01 1.638429488624738e+00
9.020000000000000e-01 5.314165209708624e-01 5.946400723001282e-01 1.650703468917984e+00
9.040000000000000e-01 5.342540290900751e-01 6.057511834112395e-01 1.663056177733711e+00
9.060000000000000e-01 5.371036450269142e-01 6.168622945223505e-01 1.675488035443963e+00
9.080000000000000e-01 5.399654074887008e-01 6.279734056334615e-01 1.687999464214551e+00
9.100000000000000e-01 5.428393552651604e-01 6.390845167445729e-01 1.700590888010755e+00
9.120000000000000e-01 5.457255272285159e-01 6.501956278556839e-01 1.713262732603102e+00
9.140000000000000e-01 5.486239623335719e-01 6.613067389667948e-01 1.726015425573102e+00
9.160000000000000e-01 5.515346996178028e-01 6.724178500779062e-01 1.738849396319028e+00
9.180000000000000e-01 5.544577782014425e-01 6.835289611890172e-01 1.751765076061705e+00
9.200000000000000e-01 5.573932372875691e-01 6.946400723001283e-01 1.764762897850292e+00
9.220000000000000e-01 5.603411161621957e-01 7.057511834112395e-01 1.777843296568106e+00
9.240000000000000e-01 5.633014541943551e-01 7.168622945223506e-01 1.791006708938430e+00
9.260000000000000e-01 5.662742908361881e-01 7.279734056334616e-01 1.804253573530343e+00
9.280000000000000e-01 5.692596656230321e-01 7.390845167445730e-01 1.817584330764578e+00
9.300000000000000e-01 5.722576181735098e-01 7.501956278556839e-01 1.830999422919374e+00
9.320000000000001e-01 5.752681881896131e-01 7.613067389667949e-01 1.844499294136334e+00
9.340000000000001e-01 5.782914154567951e-01 7.724178500779063e-01 1.858084390426329e+00
9.360000000000001e-01 5.813273398440535e-01 7.835289611890173e-01 1.871755159675367e+00
9.380000000000001e-01 5.843760013040209e-01 7.946400723001283e-01 1.885512051650517e+00
9.400000000000001e-01 5.874374398730537e-01 8.057511834112396e-01 1.899355518005828e+00
9.420000000000001e-01 5.905116956713143e-01 8.168622945223507e-01 1.913286012288241e+00
9.440000000000001e-01 5.935988089028666e-01 8.279734056334617e-01 1.927303989943566e+00
9.460000000000001e-01 5.966988198557559e-01 8.390845167445731e-01 1.941409908322403e+00
9.480000000000001e-01 5.998117689021005e-01 8.501956278556840e-01 1.955604226686131e+00
9.500000000000001e-01 6.029376964981816e-01 8.613067389667950e-01 1.969887406212893e+00
9.520000000000001e-01 6.060766431845234e-01 8.724178500779064e-01 1.984259910003565e+00
9.540000000000001e-01 6.092286495859888e-01 8.835289611890174e-01 1.998722203087792e+00
9.560000000000001e-01 6.123937564118639e-01 8.946400723001284e-01 2.013274752429988e+00
9.580000000000001e-01 6.155720044559430e-01 9.057511834112397e-01 2.027918026935370e+00
9.600000000000000e-01 6.187634345966215e-01 9.168622945223500e-01 2.042652497456008e+00
9.620000000000000e-01 6.219680877969777e-01 9.279734056334614e-01 2.057478636796869e+00
9.640000000000000e-01 6.251860051048668e-01 9.390845167445724e-01 2.072396919721903e+00
9.660000000000000e-01 6.284172276530006e-01 9.501956278556833e-01 2.087407822960099e+00
9.680000000000000e-01 6.316617966590440e-01 9.613067389667947e-01 2.102511825211610e+00
9.700000000000000e-01 6.349197534256964e-01 9.724178500779057e-01 2.117709407153833e+00
9.720000000000000e-01 6.381911393407798e-01 9.835289611890168e-01 2.133001051447537e+00
9.740000000000000e-01 6.414759958773314e-01 9.946400723001281e-01 2.148387242743007e+00
9.760000000000000e-01 6.447743645936842e-01 1.005751183411239e+00 2.163868467686161e+00
9.780000000000000e-01 6.480862871335602e-01 1.016862294522350e+00 2.179445214924736e+00
9.800000000000000e-01 6.514118052261555e-01 1.027973405633462e+00 2.195117975114439e+00
9.820000000000000e-01 6.547509606862264e-01 1.039084516744573e+00 2.210887240925124e+00
9.840000000000000e-01 6.581037954141830e-01 1.050195627855683e+00 2.226753507047019e+00
9.860000000000000e-01 6.614703513961687e-01 1.061306738966795e+00 2.242717270196888e+00
9.880000000000000e-01 6.648506707041547e-01 1.072417850077906e+00 2.258779029124290e+00
9.900000000000000e-01 6.682447954960240e-01 1.083528961189017e+00 2.274939284617793e+00
9.920000000000000e-01 6.716527680156590e-01 1.094640072300128e+00 2.291198539511215e+00
9.940000000000000e-01 6.750746305930305e-01 1.105751183411239e+00 2.307557298689898e+00
9.960000000000000e-01 6.785104256442864e-01 1.116862294522350e+00 2.324016069096972e+00
9.980000000000000e-01 6.819601956718355e-01 1.127973405633462e+00 2.340575359739634e+00
1.000000000000000e+00 6.854239832644398e-01 1.139084516744573e+00 2.357235681695455e+00
ZONE T="beta=0.5", AUXDATA beta="0.5", I=501, F=POINT
0.000000000000000e+00 6.845782918000000e-01 -1.136985031600000e+00 2.353273805200000e+00
2.000000000000000e-03 6.845782918000000e-01 -1.136985031600000e+00 2.353273805200000e+00
4.000000000000000e-03 6.801236319000000e-01 -1.122521184400000e+00 2.331749810600000e+00
6.000000000000000e-03 6.771660835000000e-01 -1.113049545100000e+00 2.317682061500000e+00
8.000000000000000e-03 6.734766019000000e-01 -1.100958795600000e+00 2.299895708000000e+00
1.000000000000000e-02 6.702458321000000e-01 -1.090506340400000e+00 2.284585701600000e+00
1.200000000000000e-02 6.667541023000000e-01 -1.078979381600000e+00 2.267819875800000e+00
1.400000000000000e-02 6.634439180000000e-01 -1.068167858400000e+00 2.252186348200000e+00
1.600000000000000e-02 6.600458119000000e-01 -1.056870527000000e+00 2.235944765400000e+00
